,1/CM,TRANSMITTANCE
261,695.3661762,1.056
262,696.3054374,1.054
263,697.2446986,1.054
264,698.1839597999999,1.053
265,699.123221,1.053
266,700.0624822,1.052
267,701.0017434,1.05
268,701.9410045999999,1.049
269,702.8802658,1.049
270,703.819527,1.047
271,704.7587882,1.046
272,705.6980494000001,1.044
273,706.6373106,1.044
274,707.5765718,1.043
275,708.515833,1.041
276,709.4550942000001,1.04
277,710.3943554,1.04
278,711.3336166,1.039
279,712.2728778,1.037
280,713.212139,1.036
281,714.1514002,1.034
282,715.0906614,1.034
283,716.0299226,1.033
284,716.9691838,1.031
285,717.908445,1.031
286,718.8477064,1.03
287,719.7869678,1.03
288,720.7262292,1.028
289,721.6654906,1.027
290,722.604752,1.027
291,723.5440132,1.026
292,724.4832744,1.026
293,725.4225356,1.026
294,726.3617968,1.024
295,727.301058,1.024
296,728.2403192,1.024
297,729.1795804,1.023
298,730.1188416,1.021
299,731.0581027999999,1.021
300,731.997364,1.021
301,732.9366252,1.021
302,733.8758864,1.02
303,734.8151475999999,1.018
304,735.7544088,1.017
305,736.69367,1.015
306,737.6329312,1.014
307,738.5721924000001,1.013
308,739.5114536,1.011
309,740.4507148,1.01
310,741.389976,1.01
311,742.3292372000001,1.01
312,743.2684984,1.008
313,744.2077596,1.007
314,745.1470208,1.005
315,746.086282,1.004
316,747.0255432,1.002
317,747.9648044,1.001
318,748.9040656,1.002
319,749.8433268,1.001
320,750.782588,1.0
321,751.7218492000001,1.0
322,752.6611104,0.998
323,753.6003716,0.998
324,754.5396327999999,0.994
325,755.478894,0.991
326,756.4181552,0.988
327,757.3574164,0.986
328,758.2966776,0.985
329,759.2359388,0.981
330,760.1752,0.978
331,761.1144612,0.976
332,762.0537224,0.973
333,762.9929836,0.972
334,763.9322447999999,0.971
335,764.871506,0.968
336,765.8107672,0.965
337,766.7500284,0.96
338,767.6892895999999,0.958
339,768.6285508,0.955
340,769.567812,0.95
341,770.5070732,0.946
342,771.4463344000001,0.942
343,772.3855956,0.937
344,773.3248568,0.933
345,774.264118,0.931
346,775.2033792000001,0.924
347,776.1426404,0.923
348,777.0819016,0.918
349,778.0211628,0.914
350,778.960424,0.913
351,779.8996852,0.911
352,780.8389464,0.903
353,781.7782076,0.895
354,782.7174688,0.891
355,783.65673,0.89
356,784.5959912000001,0.888
357,785.5352524,0.887
358,786.4745136,0.881
359,787.4137747999999,0.875
360,788.353036,0.874
361,789.2922972,0.872
362,790.2315584,0.871
363,791.1708196,0.861
364,792.1100808,0.858
365,793.049342,0.845
366,793.9886032000001,0.839
367,794.9278644,0.839
368,795.8671256,0.849
369,796.8063867999999,0.849
370,797.745648,0.827
371,798.6849093999999,0.813
372,799.6241708,0.798
373,800.5634322,0.784
374,801.5026936,0.784
375,802.441955,0.788
376,803.3812162,0.8298
377,804.3204774000001,0.832
378,805.2597386,0.833
379,806.1989998,0.829
380,807.138261,0.726
381,808.0775222000001,0.726
382,809.0167834,0.8299
383,809.9560446,0.7521
384,810.8953058,0.749
385,811.834567,0.7101
386,812.7738282,0.71
387,813.7130894000001,0.8285
388,814.6523506,0.829
389,815.5916118,0.7076
390,816.530873,0.664
391,817.4701342000001,0.664
392,818.4093954,0.7778
393,819.3486566,0.8399
394,820.2879178,0.826
395,821.227179,0.7512
396,822.1664402,0.6833
397,823.1057014,0.6173
398,824.0449626,0.616
399,824.9842238,0.617
400,825.923485,0.645
401,826.8627462000001,0.8158
402,827.8020074,0.807
403,828.7412686,0.8
404,829.6805297999999,0.7013
405,830.619791,0.6462
406,831.5590522,0.654
407,832.4983134,0.7058
408,833.4375746,0.7736
409,834.3768358,0.8157
410,835.316097,0.668
411,836.2553582,0.667
412,837.1946194,0.667
413,838.1338806,0.678
414,839.0731417999999,0.7977
415,840.012403,0.8
416,840.9516642,0.801
417,841.8909254,0.801
418,842.8301865999999,0.7363
419,843.7694478,0.733
420,844.708709,0.736
421,845.6479702,0.781
422,846.5872314000001,0.781
423,847.5264926,0.775
424,848.4657538,0.767
425,849.405015,0.767
426,850.3442762000001,0.777
427,851.2835374,0.785
428,852.2227986,0.7949
429,853.1620598,0.798
430,854.101321,0.803
431,855.0405822,0.806
432,855.9798434,0.808
433,856.9191046,0.81
434,857.8583658,0.816
435,858.797627,0.826
436,859.7368882000001,0.827
437,860.6761494,0.83
438,861.6154106,0.833
439,862.5546717999999,0.837
440,863.493933,0.842
441,864.4331942,0.852
442,865.3724554,0.853
443,866.3117166,0.856
444,867.2509778,0.859
445,868.190239,0.862
446,869.1295002,0.872
447,870.0687614,0.878
448,871.0080226,0.882
449,871.9472837999999,0.888
450,872.886545,0.894
451,873.8258063999999,0.897
452,874.7650678,0.904
453,875.7043292,0.907
454,876.6435906,0.908
455,877.582852,0.911
456,878.5221132,0.914
457,879.4613744000001,0.92
458,880.4006356,0.923
459,881.3398968,0.927
460,882.279158,0.931
461,883.2184192000001,0.934
462,884.1576804,0.936
463,885.0969416,0.942
464,886.0362028,0.946
465,886.975464,0.949
466,887.9147252,0.952
467,888.8539864,0.955
468,889.7932476,0.956
469,890.7325088,0.958
470,891.67177,0.96
471,892.6110312000001,0.963
472,893.5502924,0.965
473,894.4895536,0.966
474,895.4288147999999,0.969
475,896.368076,0.972
476,897.3073372,0.973
477,898.2465984,0.976
478,899.1858596,0.976
479,900.1251208,0.978
480,901.064382,0.979
481,902.0036432,0.984
482,902.9429044,0.985
483,903.8821656,0.985
484,904.8214267999999,0.986
485,905.760688,0.988
486,906.6999492,0.988
487,907.6392104,0.989
488,908.5784716,0.991
489,909.5177328,0.991
490,910.456994,0.991
491,911.3962552,0.992
492,912.3355164,0.992
493,913.2747776,0.994
494,914.2140387999999,0.997
495,915.1533,0.998
496,916.0925612,0.997
497,917.0318224,0.998
498,917.9710835999999,0.998
499,918.9103448,1.0
500,919.849606,1.0
501,920.7888672,1.001
502,921.7281284000001,1.001
503,922.6673896,1.002
504,923.6066508,1.002
505,924.545912,1.002
506,925.4851732000001,1.002
507,926.4244344,1.004
508,927.3636956,1.004
509,928.3029568,1.004
510,929.242218,1.004
511,930.1814792,1.004
512,931.1207404,1.004
513,932.0600016,1.005
514,932.9992628,1.005
515,933.938524,1.005
516,934.8777852000001,1.005
517,935.8170464,1.005
518,936.7563076,1.005
519,937.6955687999999,1.007
520,938.63483,1.007
521,939.5740912,1.007
522,940.5133524,1.007
523,941.4526136,1.007
524,942.3918748,1.007
525,943.331136,1.008
526,944.2703972,1.008
527,945.2096584,1.008
528,946.1489196,1.008
529,947.0881807999999,1.008
530,948.027442,1.008
531,948.9667032,1.008
532,949.9059644,1.008
533,950.8452255999999,1.008
534,951.7844868,1.008
535,952.723748,1.008
536,953.6630094,1.008
537,954.6022708,1.008
538,955.5415322,1.008
539,956.4807936000001,1.008
540,957.420055,1.008
541,958.3593162000001,1.008
542,959.2985774,1.007
543,960.2378386,1.007
544,961.1770998,1.007
545,962.116361,1.007
546,963.0556222,1.007
547,963.9948834,1.007
548,964.9341446,1.007
549,965.8734058,1.007
550,966.812667,1.007
551,967.7519282000001,1.007
552,968.6911894,1.007
553,969.6304506,1.007
554,970.5697117999999,1.007
555,971.508973,1.007
556,972.4482342,1.007
557,973.3874954,1.007
558,974.3267566,1.007
559,975.2660178,1.007
560,976.205279,1.007
561,977.1445402,1.007
562,978.0838014,1.007
563,979.0230626,1.007
564,979.9623237999999,1.005
565,980.901585,1.005
566,981.8408462,1.004
567,982.7801074,1.004
568,983.7193685999999,1.004
569,984.6586298,1.004
570,985.597891,1.004
571,986.5371522,1.004
572,987.4764134000001,1.004
573,988.4156746,1.004
574,989.3549358,1.004
575,990.294197,1.004
576,991.2334582000001,1.004
577,992.1727194,1.004
578,993.1119806,1.004
579,994.0512418,1.004
580,994.990503,1.004
581,995.9297642,1.004
582,996.8690254,1.004
583,997.8082866,1.002
584,998.7475478,1.002
585,999.686809,1.002
586,1000.6260702000001,1.002
587,1001.5653314,1.001
588,1002.5045926,1.001
589,1003.4438537999999,1.001
590,1004.383115,1.001
591,1005.3223762,1.001
592,1006.2616374,1.001
593,1007.2008986,1.001
594,1008.1401598,1.001
595,1009.079421,1.002
596,1010.0186822000001,1.002
597,1010.9579434,1.002
598,1011.8972046,1.002
599,1012.8364657999999,1.002
600,1013.775727,1.002
601,1014.7149882,1.002
602,1015.6542494,1.004
603,1016.5935106,1.004
604,1017.5327718,1.005
605,1018.472033,1.005
606,1019.4112942,1.007
607,1020.3505554,1.007
608,1021.2898166,1.008
609,1022.2290777999999,1.008
610,1023.168339,1.008
611,1024.1076002,1.01
612,1025.0468614000001,1.008
613,1025.9861226,1.008
614,1026.9253838,1.008
615,1027.864645,1.008
616,1028.8039064000002,1.008
617,1029.7431678,1.008
618,1030.6824292000001,1.008
619,1031.6216906,1.008
620,1032.560952,1.008
621,1033.5002132,1.008
622,1034.4394744,1.008
623,1035.3787356,1.008
624,1036.3179968000002,1.008
625,1037.257258,1.008
626,1038.1965192,1.007
627,1039.1357804,1.007
628,1040.0750416,1.007
629,1041.0143028,1.007
630,1041.953564,1.007
631,1042.8928251999998,1.007
632,1043.8320864,1.007
633,1044.7713476,1.007
634,1045.7106088,1.007
635,1046.64987,1.005
636,1047.5891311999999,1.005
637,1048.5283924,1.005
638,1049.4676536,1.005
639,1050.4069148,1.005
640,1051.346176,1.005
641,1052.2854372,1.005
642,1053.2246984,1.005
643,1054.1639596,1.005
644,1055.1032208000001,1.005
645,1056.042482,1.004
646,1056.9817432,1.004
647,1057.9210044000001,1.004
648,1058.8602656,1.004
649,1059.7995268000002,1.004
650,1060.738788,1.002
651,1061.6780492,1.002
652,1062.6173104,1.002
653,1063.5565716,1.002
654,1064.4958328,1.002
655,1065.435094,1.002
656,1066.3743551999999,1.001
657,1067.3136164,1.001
658,1068.2528776,1.001
659,1069.1921388,1.001
660,1070.1314,1.001
661,1071.0706612,1.001
662,1072.0099224,1.001
663,1072.9491836,1.001
664,1073.8884448000001,1.001
665,1074.827706,1.001
666,1075.7669672,1.001
667,1076.7062284,1.001
668,1077.6454896,1.002
669,1078.5847508000002,1.002
670,1079.524012,1.004
671,1080.4632732,1.004
672,1081.4025344,1.004
673,1082.3417956,1.005
674,1083.2810568,1.005
675,1084.220318,1.005
676,1085.1595791999998,1.007
677,1086.0988404,1.007
678,1087.0381016,1.008
679,1087.9773628,1.008
680,1088.916624,1.008
681,1089.8558851999999,1.008
682,1090.7951464,1.008
683,1091.7344076,1.008
684,1092.6736688,1.01
685,1093.61293,1.01
686,1094.5521912,1.01
687,1095.4914524,1.01
688,1096.4307136,1.01
689,1097.3699748000001,1.01
690,1098.309236,1.008
691,1099.2484972,1.008
692,1100.1877584000001,1.008
693,1101.1270196,1.008
694,1102.0662808000002,1.008
695,1103.005542,1.008
696,1103.9448032,1.008
697,1104.8840644,1.008
698,1105.8233256,1.008
699,1106.7625868,1.01
700,1107.701848,1.01
701,1108.6411094,1.011
702,1109.5803708,1.011
703,1110.5196322,1.013
704,1111.4588936,1.013
705,1112.398155,1.013
706,1113.3374162,1.013
707,1114.2766774,1.013
708,1115.2159386,1.013
709,1116.1551998,1.013
710,1117.094461,1.013
711,1118.0337221999998,1.013
712,1118.9729834,1.013
713,1119.9122446,1.013
714,1120.8515058,1.013
715,1121.790767,1.013
716,1122.7300281999999,1.013
717,1123.6692894,1.013
718,1124.6085506,1.013
719,1125.5478118,1.013
720,1126.487073,1.013
721,1127.4263342,1.013
722,1128.3655954,1.013
723,1129.3048566,1.013
724,1130.2441178000001,1.013
725,1131.183379,1.011
726,1132.1226402,1.011
727,1133.0619014000001,1.011
728,1134.0011626,1.01
729,1134.9404238000002,1.01
730,1135.879685,1.01
731,1136.8189462,1.008
732,1137.7582074,1.008
733,1138.6974686,1.008
734,1139.6367298,1.007
735,1140.575991,1.007
736,1141.5152521999998,1.007
737,1142.4545134,1.007
738,1143.3937746,1.008
739,1144.3330358,1.008
740,1145.272297,1.008
741,1146.2115582,1.008
742,1147.1508194,1.008
743,1148.0900806,1.008
744,1149.0293418,1.008
745,1149.968603,1.008
746,1150.9078642,1.008
747,1151.8471254,1.01
748,1152.7863866,1.01
749,1153.7256478000002,1.01
750,1154.664909,1.01
751,1155.6041702,1.01
752,1156.5434314,1.01
753,1157.4826926,1.01
754,1158.4219538,1.01
755,1159.361215,1.01
756,1160.3004761999998,1.01
757,1161.2397374,1.01
758,1162.1789985999999,1.011
759,1163.1182598,1.011
760,1164.057521,1.011
761,1164.9967821999999,1.011
762,1165.9360434,1.011
763,1166.8753046,1.011
764,1167.8145658,1.011
765,1168.753827,1.011
766,1169.6930882,1.011
767,1170.6323494,1.01
768,1171.5716106,1.01
769,1172.5108718000001,1.01
770,1173.450133,1.011
771,1174.3893942,1.011
772,1175.3286554000001,1.01
773,1176.2679166,1.008
774,1177.2071778000002,1.004
775,1178.146439,1.002
776,1179.0857002,1.001
777,1180.0249614,1.001
778,1180.9642226,1.002
779,1181.9034838,1.005
780,1182.842745,1.008
781,1183.7820064,1.01
782,1184.7212678,1.011
783,1185.6605292,1.013
784,1186.5997906,1.013
785,1187.539052,1.013
786,1188.4783132,1.013
787,1189.4175744,1.013
788,1190.3568356,1.013
789,1191.2960968,1.014
790,1192.235358,1.014
791,1193.1746191999998,1.014
792,1194.1138804,1.014
793,1195.0531416,1.013
794,1195.9924028,1.013
795,1196.931664,1.014
796,1197.8709251999999,1.014
797,1198.8101864,1.014
798,1199.7494476,1.014
799,1200.6887088,1.014
800,1201.62797,1.014
801,1202.5672312,1.015
802,1203.5064924,1.015
803,1204.4457536,1.015
804,1205.3850148000001,1.015
805,1206.324276,1.015
806,1207.2635372,1.015
807,1208.2027984000001,1.017
808,1209.1420596,1.017
809,1210.0813208000002,1.017
810,1211.020582,1.017
811,1211.9598432,1.017
812,1212.8991044,1.018
813,1213.8383656,1.018
814,1214.7776268,1.018
815,1215.716888,1.018
816,1216.6561491999998,1.02
817,1217.5954104,1.02
818,1218.5346716,1.02
819,1219.4739328,1.02
820,1220.413194,1.02
821,1221.3524552,1.02
822,1222.2917164,1.02
823,1223.2309776,1.021
824,1224.1702388,1.021
825,1225.1095,1.023
826,1226.0487612,1.023
827,1226.9880224,1.024
828,1227.9272836,1.024
829,1228.8665448000002,1.024
830,1229.805806,1.024
831,1230.7450672,1.024
832,1231.6843284,1.024
833,1232.6235896,1.024
834,1233.5628508,1.024
835,1234.502112,1.023
836,1235.4413731999998,1.021
837,1236.3806344,1.02
838,1237.3198955999999,1.018
839,1238.2591568,1.017
840,1239.198418,1.017
841,1240.1376791999999,1.015
842,1241.0769404,1.015
843,1242.0162016,1.015
844,1242.9554628,1.014
845,1243.894724,1.014
846,1244.8339852,1.014
847,1245.7732464,1.014
848,1246.7125076,1.014
849,1247.6517688000001,1.014
850,1248.59103,1.014
851,1249.5302912,1.014
852,1250.4695524,1.014
853,1251.4088136,1.014
854,1252.3480748000002,1.014
855,1253.287336,1.014
856,1254.2265972,1.014
857,1255.1658584,1.014
858,1256.1051196,1.013
859,1257.0443808,1.013
860,1257.983642,1.013
861,1258.9229031999998,1.011
862,1259.8621644,1.011
863,1260.8014256,1.011
864,1261.7406868,1.011
865,1262.679948,1.011
866,1263.6192094,1.011
867,1264.5584708,1.011
868,1265.4977322,1.011
869,1266.4369935999998,1.011
870,1267.376255,1.013
871,1268.3155161999998,1.011
872,1269.2547774,1.011
873,1270.1940385999999,1.011
874,1271.1332998,1.011
875,1272.072561,1.011
876,1273.0118221999999,1.011
877,1273.9510834,1.011
878,1274.8903446,1.011
879,1275.8296058,1.011
880,1276.768867,1.011
881,1277.7081282,1.011
882,1278.6473894,1.01
883,1279.5866506,1.01
884,1280.5259118000001,1.008
885,1281.465173,1.007
886,1282.4044342,1.007
887,1283.3436954000001,1.005
888,1284.2829566,1.004
889,1285.2222178000002,1.004
890,1286.161479,1.002
891,1287.1007402,1.004
892,1288.0400014,1.004
893,1288.9792626,1.004
894,1289.9185238,1.002
895,1290.857785,1.002
896,1291.7970461999998,1.002
897,1292.7363074,1.001
898,1293.6755686,1.001
899,1294.6148298,1.001
900,1295.554091,1.001
901,1296.4933522,1.001
902,1297.4326134,1.001
903,1298.3718746,1.001
904,1299.3111358,1.001
905,1300.250397,1.001
906,1301.1896582,1.0
907,1302.1289194,1.001
908,1303.0681806,1.001
909,1304.0074418000002,1.0
910,1304.946703,1.0
911,1305.8859642,1.0
912,1306.8252254,1.0
913,1307.7644866,1.0
914,1308.7037478,1.0
915,1309.643009,1.0
916,1310.5822701999998,0.998
917,1311.5215314,1.001
918,1312.4607925999999,1.001
919,1313.4000538,1.001
920,1314.339315,1.001
921,1315.2785761999999,1.0
922,1316.2178374,1.0
923,1317.1570986,1.0
924,1318.0963598,1.0
925,1319.035621,1.001
926,1319.9748822,1.001
927,1320.9141434,1.001
928,1321.8534046,1.001
929,1322.7926658000001,1.001
930,1323.731927,1.001
931,1324.6711882,1.0
932,1325.6104494,1.0
933,1326.5497106,1.0
934,1327.4889718000002,0.998
935,1328.428233,0.998
936,1329.3674942,0.998
937,1330.3067554,0.998
938,1331.2460166,1.0
939,1332.1852778,1.0
940,1333.124539,1.0
941,1334.0638001999998,1.0
942,1335.0030614,1.0
943,1335.9423226,1.0
944,1336.8815838,1.0
945,1337.820845,0.997
946,1338.7601064,0.9731
947,1339.6993678,0.9999
948,1340.6386292,0.998
949,1341.5778905999998,0.997
950,1342.517152,0.994
951,1343.4564131999998,0.992
952,1344.3956744,0.991
953,1345.3349355999999,0.989
954,1346.2741968,0.986
955,1347.213458,0.985
956,1348.1527191999999,0.985
957,1349.0919804,0.985
958,1350.0312416,0.984
959,1350.9705028,0.982
960,1351.909764,0.979
961,1352.8490252,0.978
962,1353.7882864,0.976
963,1354.7275476,0.976
964,1355.6668088000001,0.971
965,1356.60607,0.966
966,1357.5453312,0.965
967,1358.4845924,0.963
968,1359.4238536,0.963
969,1360.3631148000002,0.959
970,1361.302376,0.956
971,1362.2416372,0.95
972,1363.1808984,0.947
973,1364.1201596,0.943
974,1365.0594208,0.949
975,1365.998682,0.945
976,1366.9379431999998,0.943
977,1367.8772044,0.934
978,1368.8164656,0.927
979,1369.7557268,0.921
980,1370.694988,0.914
981,1371.6342491999999,0.926
982,1372.5735104,0.918
983,1373.5127716,0.913
984,1374.4520328,0.901
985,1375.391294,0.894
986,1376.3305552,0.8781
987,1377.2698164,0.872
988,1378.2090776,0.8451
989,1379.1483388000001,0.7983
990,1380.0876,0.749
991,1381.0268612,0.701
992,1381.9661224,0.701
993,1382.9053836,0.7968
994,1383.8446448,0.9007
995,1384.783906,0.894
996,1385.7231671999998,0.892
997,1386.6624284,0.8811
998,1387.6016895999999,0.872
999,1388.5409508,0.871
1000,1389.480212,0.855
1001,1390.4194731999999,0.84
1002,1391.3587344,0.832
1003,1392.2979956,0.83
1004,1393.2372568,0.826
1005,1394.176518,0.813
1006,1395.1157792,0.7971
1007,1396.0550404,0.7781
1008,1396.9943016,0.7671
1009,1397.9335628000001,0.761
1010,1398.872824,0.761
1011,1399.8120852,0.756
1012,1400.7513464,0.751
1013,1401.6906076,0.74
1014,1402.6298688000002,0.732
1015,1403.56913,0.727
1016,1404.5083912,0.727
1017,1405.4476524,0.7399
1018,1406.3869136,0.74
1019,1407.3261748,0.738
1020,1408.265436,0.736
1021,1409.2046971999998,0.736
1022,1410.1439584,0.736
1023,1411.0832196,0.739
1024,1412.0224808,0.74
1025,1412.961742,0.742
1026,1413.9010031999999,0.749
1027,1414.8402644,0.755
1028,1415.7795256,0.758
1029,1416.7187868,0.758
1030,1417.658048,0.762
1031,1418.5973094,0.762
1032,1419.5365708,0.752
1033,1420.4758322,0.748
1034,1421.4150935999999,0.742
1035,1422.354355,0.742
1036,1423.2936161999999,0.746
1037,1424.2328774,0.749
1038,1425.1721386,0.749
1039,1426.1113998,0.6873
1040,1427.050661,0.687
1041,1427.9899222,0.725
1042,1428.9291834,0.726
1043,1429.8684446,0.742
1044,1430.8077058000001,0.742
1045,1431.746967,0.6623
1046,1432.6862282,0.662
1047,1433.6254894,0.6939
1048,1434.5647506,0.7228
1049,1435.5040118000002,0.7001
1050,1436.443273,0.683
1051,1437.3825342,0.648
1052,1438.3217954,0.648
1053,1439.2610566,0.68
1054,1440.2003178,0.68
1055,1441.139579,0.662
1056,1442.0788401999998,0.6191
1057,1443.0181014,0.6031
1058,1443.9573626,0.603
1059,1444.8966238,0.6458
1060,1445.835885,0.659
1061,1446.7751461999999,0.659
1062,1447.7144074,0.5961
1063,1448.6536686,0.57
1064,1449.5929298,0.6189
1065,1450.532191,0.6409
1066,1451.4714522,0.6649
1067,1452.4107134,0.674
1068,1453.3499746,0.5526
1069,1454.2892358000001,0.5261
1070,1455.228497,0.5
1071,1456.1677582,0.6448
1072,1457.1070194000001,0.6151
1073,1458.0462806,0.5152
1074,1458.9855418000002,0.4133
1075,1459.924803,0.413
1076,1460.8640642,0.5016
1077,1461.8033254,0.6871
1078,1462.7425866,0.6671
1079,1463.6818478,0.5964
1080,1464.621109,0.525
1081,1465.5603701999999,0.4001
1082,1466.4996314,0.4
1083,1467.4388926,0.6835
1084,1468.3781538,0.685
1085,1469.317415,0.5903
1086,1470.2566762,0.4933
1087,1471.1959374,0.4213
1088,1472.1351986,0.629
1089,1473.0744598,0.5862
1090,1474.013721,0.539
1091,1474.9529822,0.3991
1092,1475.8922434,0.6696
