time(s),Signal (V)
6.84999980626877e-08,0.0030296874234636
6.899999804854674e-08,0.0028234374286739
6.949999803440576e-08,0.002856249927845
6.99999980202648e-08,0.0028546874278845
7.049999800612383e-08,0.0029296874259898
7.099999799198288e-08,0.0027046874316738
7.14999979778419e-08,0.0028140624289108
7.199999796370093e-08,0.0028124999289502
7.249999794955998e-08,0.0027531249304502
7.2999997935419e-08,0.002521874936292
7.349999792127805e-08,0.0027078124315949
7.399999790713707e-08,0.0026515624330158
7.44999978929961e-08,0.0027265624311212
7.499999787885514e-08,0.0025890624345947
7.549999786471417e-08,0.0025593749353447
7.599999785057322e-08,0.0025046874367262
7.649999783643224e-08,0.0025359374359368
7.699999782229129e-08,0.0022921874420944
7.749999780815031e-08,0.0022593749429233
7.799999779400936e-08,0.0021874999447391
7.849999777986838e-08,0.0023343749410287
7.899999776572741e-08,0.0019406249509756
7.949999775158646e-08,0.0020296874487257
7.999999773744548e-08,0.0018312499537387
8.049999772330453e-08,0.0020265624488047
8.099999770916355e-08,0.0015234374615147
8.14999976950226e-08,0.0017328124562254
8.199999768088163e-08,0.0016296874588306
8.249999766674065e-08,0.0019296874512519
8.29999976525997e-08,0.0015531249607647
8.349999763845872e-08,0.0017734374551992
8.399999762431777e-08,0.0014234374640409
8.449999761017679e-08,0.0017406249560281
8.499999759603584e-08,0.0013374999662119
8.549999758189487e-08,0.0016578124581201
8.59999975677539e-08,0.0015078124619094
8.649999755361294e-08,0.0016703124578043
8.699999753947196e-08,0.0013328124663303
8.7499997525331e-08,0.0015999999595806
8.799999751119003e-08,0.0014499999633699
8.849999749704908e-08,0.0015874999598963
8.89999974829081e-08,0.0012421874686197
8.949999746876713e-08,0.0014078124644356
8.999999745462618e-08,0.0014453124634883
9.04999974404852e-08,0.0014781249626594
9.099999742634425e-08,0.0012749999677907
9.149999741220328e-08,0.0013374999662119
9.19999973980623e-08,0.0012984374671987
9.249999738392135e-08,0.001373437465304
9.299999736978037e-08,0.0009749999753694
9.349999735563941e-08,0.0011609374706722
9.399999734149844e-08,0.0013109374668829
9.449999732735749e-08,0.0012578124682249
9.499999731321652e-08,0.0009906249749747
9.549999729907557e-08,0.0012062499695275
9.599999728493459e-08,0.0013249999665276
9.649999727079361e-08,0.0012265624690144
9.699999725665265e-08,0.000953124975922
9.749999724251168e-08,0.0010499999734747
9.799999722837073e-08,0.0012140624693302
9.849999721422976e-08,0.0011343749713432
9.899999720008881e-08,0.0009703124754878
9.949999718594783e-08,0.0011624999706327
9.999999717180685e-08,0.0011406249711853
1.0049999715766589e-07,0.0010999999722116
1.0099999714352492e-07,0.000784374980185
1.0149999712938397e-07,0.0010203124742247
1.01999997115243e-07,0.0009890624750141
1.0249999710110202e-07,0.0010812499726853
1.0299999708696107e-07,0.0008843749776588
1.034999970728201e-07,0.0009390624762772
1.0399999705867913e-07,0.0008859374776193
1.0449999704453818e-07,0.0009671874755667
1.049999970303972e-07,0.0007906249800271
1.0549999701625624e-07,0.0008906249775009
1.0599999700211526e-07,0.0007640624806981
1.064999969879743e-07,0.0009421874761983
1.0699999697383333e-07,0.0006671874831454
1.0749999695969237e-07,0.0007937499799481
1.079999969455514e-07,0.0006812499827901
1.0849999693141045e-07,0.0008484374785666
1.0899999691726948e-07,0.0006312499840532
1.094999969031285e-07,0.0006843749827112
1.0999999688898755e-07,0.0006171874844085
1.1049999687484657e-07,0.0007718749805007
1.1099999686070561e-07,0.0005234374867768
1.1149999684656466e-07,0.0006406249838164
1.1199999683242369e-07,0.0005953124849611
1.1249999681828272e-07,0.0007515624810139
1.1299999680414174e-07,0.0006062499846848
1.1349999679000079e-07,0.0005640624857505
1.1399999677585981e-07,0.0006343749839743
1.1449999676171885e-07,0.0006531249835006
1.149999967475779e-07,0.0005796874853558
1.1549999673343693e-07,0.0005468749861847
1.1599999671929596e-07,0.0005874999851585
1.1649999670515498e-07,0.0006953124824349
1.1699999669101403e-07,0.0006203124843295
1.1749999667687305e-07,0.0005124999870531
1.1799999666273209e-07,0.0006078124846453
1.1849999664859113e-07,0.0006046874847243
1.1899999663445017e-07,0.0005578124859084
1.194999966203092e-07,0.000535937486461
1.1999999660616822e-07,0.0007687499805797
1.2049999659202726e-07,0.0007656249806586
1.209999965778863e-07,0.0005171874869347
1.2149999656374533e-07,0.0005968749849216
1.2199999654960436e-07,0.0006984374823559
1.224999965354634e-07,0.0006999999823165
1.2299999652132246e-07,0.0005078124871715
1.2349999650718146e-07,0.0006328124840138
1.239999964930405e-07,0.000728124981606
1.2449999647889953e-07,0.0006562499834217
1.2499999646475857e-07,0.0004703124881189
1.254999964506176e-07,0.0006531249835006
1.2599999643647666e-07,0.0005953124849611
1.264999964223357e-07,0.0005312499865794
1.269999964081947e-07,0.0004734374880399
1.2749999639405374e-07,0.000671874983027
1.2799999637991277e-07,0.000645312483698
1.284999963657718e-07,0.0005468749861847
1.2899999635163084e-07,0.0004578124884346
1.294999963374899e-07,0.0006468749836585
1.299999963233489e-07,0.0005187499868952
1.3049999630920794e-07,0.0004656249882373
1.3099999629506698e-07,0.0004406249888688
1.31499996280926e-07,0.0006281249841322
1.3199999626678505e-07,0.0005124999870531
1.3249999625264408e-07,0.0004578124884346
1.3299999623850314e-07,0.0003749999905267
1.3349999622436218e-07,0.0005765624854348
1.3399999621022118e-07,0.0004343749890267
1.3449999619608022e-07,0.0003906249901319
1.3499999618193925e-07,0.0003499999911582
1.3549999616779829e-07,0.0004515624885925
1.3599999615365732e-07,0.0005015624873294
1.3649999613951638e-07,0.000337499991474
1.369999961253754e-07,0.0003906249901319
1.3749999611123442e-07,0.0003874999902109
1.3799999609709348e-07,0.0004062499897372
1.384999960829525e-07,0.0003453124912766
1.3899999606881153e-07,0.0003562499910003
1.3949999605467056e-07,0.0004062499897372
1.399999960405296e-07,0.000449999988632
1.4049999602638866e-07,0.0003156249920266
1.4099999601224766e-07,0.0003999999898951
1.414999959981067e-07,0.0004328124890662
1.4199999598396573e-07,0.0003749999905267
1.4249999596982477e-07,0.000367187490724
1.429999959556838e-07,0.0003515624911187
1.4349999594154286e-07,0.0004421874888294
1.439999959274019e-07,0.0004593749883952
1.444999959132609e-07,0.0003656249907635
1.4499999589911996e-07,0.000420312489382
1.4549999588497897e-07,0.0004828124878031
1.45999995870838e-07,0.000453124988553
1.4649999585669704e-07,0.0005015624873294
1.469999958425561e-07,0.0004593749883952
1.474999958284151e-07,0.0005140624870136
1.4799999581427414e-07,0.00059218748504
1.484999958001332e-07,0.000535937486461
1.489999957859922e-07,0.0005906249850795
1.4949999577185125e-07,0.0005609374858295
1.4999999575771028e-07,0.0006421874837769
1.5049999574356934e-07,0.0005609374858295
1.5099999572942838e-07,0.0005781249853953
1.5149999571528738e-07,0.0006734374829875
1.5199999570114644e-07,0.0006265624841716
1.5249999568700545e-07,0.0006843749827112
1.5299999567286449e-07,0.0006937499824744
1.5349999565872352e-07,0.000645312483698
1.5399999564458258e-07,0.000671874983027
1.544999956304416e-07,0.0006890624825928
1.5499999561630062e-07,0.0006703124830664
1.5549999560215968e-07,0.0008828124776982
1.559999955880187e-07,0.0007218749817639
1.5649999557387773e-07,0.0008093749795534
1.5699999555973676e-07,0.0007468749811323
1.574999955455958e-07,0.0008124999794745
1.5799999553145486e-07,0.0008015624797508
1.5849999551731386e-07,0.0007718749805007
1.589999955031729e-07,0.0007953124799087
1.5949999548903193e-07,0.0008859374776193
1.5999999547489097e-07,0.0007687499805797
1.6049999546075e-07,0.000784374980185
1.6099999544660906e-07,0.0008109374795139
1.614999954324681e-07,0.0007968749798692
1.619999954183271e-07,0.0008499999785271
1.6249999540418616e-07,0.0007187499818428
1.6299999539004517e-07,0.0007906249800271
1.634999953759042e-07,0.0008281249790798
1.6399999536176327e-07,0.0007671874806192
1.644999953476223e-07,0.0007671874806192
1.649999953334813e-07,0.0007562499808955
1.6549999531934034e-07,0.0007624999807376
1.659999953051994e-07,0.000757812480856
1.664999952910584e-07,0.0006984374823559
1.6699999527691745e-07,0.0007093749820796
1.674999952627765e-07,0.0007328124814875
1.6799999524863554e-07,0.0007093749820796
1.6849999523449457e-07,0.000704687482198
1.6899999522035358e-07,0.0006687499831059
1.6949999520621264e-07,0.0007406249812902
1.6999999519207165e-07,0.0007296874815665
1.7049999517793069e-07,0.000701562482277
1.7099999516378975e-07,0.0007328124814875
1.7149999514964878e-07,0.0007249999816849
1.719999951355078e-07,0.000731249981527
1.7249999512136682e-07,0.0006906249825533
1.7299999510722588e-07,0.0007031249822375
1.734999950930849e-07,0.0007374999813691
1.7399999507894393e-07,0.0007156249819217
1.7449999506480299e-07,0.0006843749827112
1.74999995050662e-07,0.0007406249812902
1.7549999503652105e-07,0.0007406249812902
1.7599999502238006e-07,0.0006531249835006
1.764999950082391e-07,0.0006312499840532
1.7699999499409813e-07,0.0006312499840532
1.7749999497995717e-07,0.0007062499821586
1.779999949658162e-07,0.0006468749836585
1.7849999495167526e-07,0.0005781249853953
1.789999949375343e-07,0.0005984374848821
1.794999949233933e-07,0.0006468749836585
1.7999999490925236e-07,0.0006406249838164
1.8049999489511137e-07,0.0005296874866189
1.809999948809704e-07,0.0004999999873689
1.8149999486682947e-07,0.0005687499856321
1.819999948526885e-07,0.0005499999861058
1.824999948385475e-07,0.0004718749880794
1.8299999482440654e-07,0.0004421874888294
1.834999948102656e-07,0.0005390624863821
1.839999947961246e-07,0.0004968749874478
1.8449999478198364e-07,0.0005140624870136
1.849999947678427e-07,0.0003703124906451
1.854999947537017e-07,0.0004937499875268
1.8599999473956077e-07,0.0004843749877636
1.8649999472541978e-07,0.0004031249898162
1.8699999471127882e-07,0.0003578124909608
1.8749999469713785e-07,0.0004749999880004
1.8799999468299688e-07,0.0003843749902898
1.8849999466885595e-07,0.0003515624911187
1.8899999465471493e-07,0.0004093749896583
1.89499994640574e-07,0.0003765624904872
1.8999999462643305e-07,0.0003312499916319
1.904999946122921e-07,0.0002671874932502
1.909999945981511e-07,0.0004078124896977
1.914999945840101e-07,0.0004078124896977
1.919999945698692e-07,0.0003515624911187
1.924999945557282e-07,0.0003093749921845
1.9299999454158725e-07,0.0003140624920661
1.9349999452744626e-07,0.0003828124903293
1.939999945133053e-07,0.0003015624923818
1.9449999449916438e-07,0.0002156249945528
1.9499999448502336e-07,0.0003140624920661
1.954999944708824e-07,0.000340624991395
1.9599999445674146e-07,0.000310937492145
1.964999944426005e-07,0.0002203124944344
1.969999944284595e-07,0.0003687499906845
1.9749999441431854e-07,0.0003328124915924
1.9799999440017762e-07,0.0002874999927371
1.984999943860366e-07,0.0003249999917898
1.9899999437189567e-07,0.0003296874916713
1.994999943577547e-07,0.0003984374899346
1.999999943436137e-07,0.0002999999924213
2.0049999432947277e-07,0.0003093749921845
2.0099999431533178e-07,0.0003578124909608
2.014999943011908e-07,0.0002890624926976
2.0199999428704984e-07,0.0003703124906451
2.024999942729089e-07,0.0002343749940791
2.029999942587679e-07,0.0003562499910003
2.0349999424462695e-07,0.0003468749912372
2.03999994230486e-07,0.0003124999921055
2.0449999421634507e-07,0.0002218749943949
2.0499999420220405e-07,0.0003734374905661
2.0549999418806308e-07,0.0003218749918687
2.059999941739221e-07,0.0003015624923818
2.0649999415978118e-07,0.000228124994237
2.069999941456402e-07,0.0003421874913556
2.0749999413149922e-07,0.0003296874916713
2.0799999411735826e-07,0.0003296874916713
2.084999941032173e-07,0.000228124994237
2.0899999408907635e-07,0.0003593749909214
2.0949999407493538e-07,0.0002890624926976
2.099999940607944e-07,0.000281249992895
2.1049999404665345e-07,0.0001703124956975
2.109999940325125e-07,0.0003296874916713
2.114999940183715e-07,0.000284374992816
2.1199999400423053e-07,0.0002421874938818
2.1249999399008962e-07,7.187499818428478e-05
2.129999939759486e-07,0.0002187499944739
2.1349999396180766e-07,0.0002609374934081
2.139999939476667e-07,0.0001953124950659
2.144999939335257e-07,0.000142187496408
2.149999939193848e-07,0.0002046874948291
2.1549999390524377e-07,0.0002374999940002
2.159999938911028e-07,0.000224999994316
2.1649999387696186e-07,0.0001218749969211
2.169999938628209e-07,0.0001749999955791
2.174999938486799e-07,0.0001796874954607
2.1799999383453894e-07,0.000228124994237
2.1849999382039803e-07,0.0001171874970395
2.18999993806257e-07,0.0001578124960133
2.1949999379211607e-07,0.0002968749925003
2.199999937779751e-07,0.0002359374940397
2.204999937638341e-07,7.499999810534064e-05
2.2099999374969317e-07,0.0002468749937634
2.2149999373555218e-07,0.0002296874941976
2.2199999372141122e-07,0.0002374999940002
2.2249999370727025e-07,0.0001359374965659
2.229999936931293e-07,0.000284374992816
2.2349999367898834e-07,0.0002390624939607
2.2399999366484733e-07,0.0002187499944739
2.244999936507064e-07,0.0001437499963685
2.2499999363656545e-07,0.0003203124919082
2.2549999362242445e-07,0.0002453124938028
2.259999936082835e-07,0.0002640624933292
2.264999935941425e-07,9.687499755273166e-05
2.269999935800016e-07,0.0003218749918687
2.274999935658606e-07,0.0002124999946317
2.2799999355171965e-07,0.0002468749937634
2.2849999353757866e-07,0.0001734374956186
2.289999935234377e-07,0.0003062499922634
2.2949999350929678e-07,0.0002562499935265
2.299999934951558e-07,0.0002453124938028
2.304999934810148e-07,0.000145312496329
2.3099999346687386e-07,0.0003234374918292
2.314999934527329e-07,0.0002578124934871
2.319999934385919e-07,0.0002593749934476
2.3249999342445093e-07,0.0001374999965264
2.3299999341031002e-07,0.0002343749940791
2.33499993396169e-07,0.0002390624939607
2.3399999338202806e-07,0.000168749995737
2.344999933678871e-07,9.37499976316758e-05
2.349999933537461e-07,0.000224999994316
2.3549999333960517e-07,0.0002562499935265
2.3599999332546417e-07,0.0002296874941976
2.364999933113232e-07,0.000115624997079
2.3699999329718227e-07,0.0002015624949081
2.374999932830413e-07,0.0002359374940397
2.379999932689003e-07,0.000171874995658
2.3849999325475935e-07,0.0001390624964869
2.389999932406184e-07,0.0001828124953817
2.394999932264774e-07,0.0002156249945528
2.3999999321233645e-07,0.0001953124950659
2.404999931981955e-07,9.37499976316758e-05
2.409999931840545e-07,0.0001515624961712
2.414999931699136e-07,0.0001921874951449
2.419999931557726e-07,0.0001968749950265
2.424999931416316e-07,0.0001390624964869
2.4299999312749065e-07,9.999999747378752e-05
2.434999931133497e-07,0.0002140624945923
2.439999930992087e-07,0.0002124999946317
2.4449999308506776e-07,7.343749814481271e-05
2.449999930709268e-07,0.000115624997079
2.454999930567858e-07,0.000224999994316
2.459999930426449e-07,0.0002078124947502
2.464999930285039e-07,0.0001203124969606
2.4699999301436293e-07,0.0001796874954607
2.47499993000222e-07,0.0002140624945923
2.47999992986081e-07,0.0002203124944344
2.484999929719401e-07,0.0001234374968817
2.489999929577991e-07,0.0002093749947107
2.494999929436581e-07,0.0002265624942765
